id_venta,fecha,cliente_id,producto,categoria,monto,metodo_pago,ciudad,vendedor,descuento_aplicado,reembolsado
252,2024-01-15,1648,Mouse,Electrónica,2885.88,Tarjeta,Port Paul,Chase Jones,0.15,0
253,2024-01-15,1317,Tablet,Electrónica,1423.14,Transferencia,West Sara,Beth Gilmore,0.03,0
254,2024-01-15,1676,Mouse,Tecnología,2643.26,Tarjeta,Dixontown,Rebecca Lewis,0.12,0
255,2024-01-15,1224,Tablet,Tecnología,65.18,Transferencia,Laurachester,Brandon Downs,0.03,0
256,2024-01-15,1818,Tablet,Accesorios,2468.84,Efectivo,Phillipshaven,Vanessa Luna,0.15,0
257,2024-01-15,1233,Celular,Accesorios,724.44,Tarjeta,West Roy,Vincent Phillips,0.13,0
258,2024-01-15,1683,Audífonos,Electrónica,2730.67,Transferencia,East Alexis,Amy Romero,0.19,0
259,2024-01-15,1663,Laptop,Tecnología,53.3,Tarjeta,Jackmouth,Jordan Baker,0.01,0
260,2024-01-15,1974,Celular,Tecnología,1690.74,Tarjeta,Jessicaburgh,Kevin Molina,0.01,1
261,2024-01-15,1826,Celular,Tecnología,2282.08,Efectivo,Lake Cynthiabury,Rebecca Thomas,0.06,0
262,2024-01-15,1373,Audífonos,Accesorios,813.13,Tarjeta,Lake Caseychester,Michael Padilla,0.05,0
263,2024-01-15,1671,Laptop,Accesorios,619.74,Transferencia,Lake Charlesside,Chelsea Rose,0.05,0
264,2024-01-15,1607,Mouse,Tecnología,298.09,Transferencia,Port Michelle,Brittany Fisher,0.18,0
265,2024-01-15,1471,Teclado,Tecnología,1012.98,Transferencia,Stokesview,William Rogers,0.05,1
266,2024-01-15,1232,Teclado,Tecnología,1701.54,Transferencia,Ericbury,Tammie Nichols,0.05,0
267,2024-01-15,1691,Mouse,Accesorios,391.74,Efectivo,Kaitlynburgh,Dawn Rasmussen,0.15,0
268,2024-01-15,1112,Celular,Tecnología,1161.25,Tarjeta,Martinezstad,Paula Case,0.09,0
269,2024-01-15,1829,Laptop,Tecnología,76.76,Efectivo,West Stephanie,Ashley Wilson,0.16,0
270,2024-01-15,1496,Celular,Electrónica,2465.1,Tarjeta,Teresashire,Tracy Williamson,0.01,0
271,2024-01-15,1441,Tablet,Electrónica,428.92,Tarjeta,North Jasmineshire,Jonathan Cruz,0.1,0
272,2024-01-15,1563,Celular,Accesorios,885.86,Tarjeta,East Jasmine,Eric Smith,0.01,0
273,2024-01-15,1267,Celular,Tecnología,104.36,Efectivo,Edwardsport,Nicole Cox,0.01,0
274,2024-01-15,1509,Mouse,Tecnología,1325.11,Tarjeta,Bridgetview,Heather Lopez,0.18,0
275,2024-01-15,1806,Mouse,Electrónica,2528.36,Efectivo,Kennethbury,Michelle Stewart,0.03,0
276,2024-01-15,1385,Mouse,Accesorios,1206.85,Transferencia,Thompsonfurt,Danielle Warren,0.11,0
277,2024-01-15,1386,Teclado,Electrónica,579.52,Transferencia,Jasonstad,Elizabeth Davis,0.08,0
278,2024-01-15,1112,Tablet,Electrónica,2273.41,Tarjeta,Hernandezbury,James Jones,0.07,0
279,2024-01-15,1612,Mouse,Electrónica,2376.98,Efectivo,Simpsonstad,Bradley Barnes,0.18,0
280,2024-01-15,1624,Laptop,Electrónica,562.57,Transferencia,South Lisabury,David Franklin,0.0,0
281,2024-01-15,1951,Teclado,Tecnología,2324.02,Efectivo,Rodriguezstad,Willie Frank,0.13,0
282,2024-01-15,1080,Audífonos,Tecnología,2844.53,Efectivo,Archerborough,Christina Brown,0.19,0
283,2024-01-15,1698,Laptop,Electrónica,540.81,Tarjeta,Shannonport,Donna Park,0.11,0
284,2024-01-15,1112,Laptop,Accesorios,2324.4,Transferencia,Danielleport,Michelle Decker,0.19,0
285,2024-01-15,1001,Mouse,Accesorios,2140.29,Tarjeta,East Amyview,Mr. Matthew Castro,0.01,0
286,2024-01-15,1641,Audífonos,Accesorios,1447.04,Tarjeta,Michaelview,Javier Livingston,0.08,0
287,2024-01-15,1219,Audífonos,Accesorios,220.87,Transferencia,Port Julieview,Desiree Acosta,0.05,0
288,2024-01-15,1565,Teclado,Electrónica,270.35,Transferencia,Torreshaven,Keith Oneill,0.15,0
289,2024-01-15,1854,Audífonos,Tecnología,2564.62,Efectivo,Jacobstad,Dr. Adam Salas,0.2,1
290,2024-01-15,1996,Tablet,Accesorios,2970.94,Transferencia,Marcmouth,Sarah Valentine,0.05,0
291,2024-01-15,1735,Mouse,Electrónica,2044.35,Efectivo,Port Michellemouth,Todd Anderson,0.13,1
292,2024-01-15,1224,Audífonos,Accesorios,1365.58,Efectivo,New Stephanie,Thomas Wilson,0.04,0
293,2024-01-15,1384,Teclado,Accesorios,1960.34,Efectivo,New Jesusberg,Timothy Goodman,0.11,0
294,2024-01-15,1402,Tablet,Electrónica,1803.47,Transferencia,Nathanshire,Tracy Meyer,0.09,0
295,2024-01-15,1637,Celular,Tecnología,1181.66,Tarjeta,Smithtown,Suzanne Moore,0.19,0
296,2024-01-15,1129,Celular,Tecnología,243.6,Efectivo,Nealmouth,Scott Burke,0.12,0
297,2024-01-15,1052,Tablet,Electrónica,2473.46,Tarjeta,New Katrinaview,Seth Escobar,0.07,0
298,2024-01-15,1683,Teclado,Tecnología,1146.91,Tarjeta,Olsonview,Brianna Flores,0.02,0
299,2024-01-15,1729,Tablet,Electrónica,2465.42,Transferencia,Lake Matthewmouth,Justin Frazier,0.03,0
300,2024-01-15,1671,Mouse,Electrónica,794.9,Tarjeta,Lake Dawnhaven,Andre Rivera,0.05,0
301,2024-01-15,1709,Mouse,Electrónica,53.04,Tarjeta,Port Bryan,Phyllis Bush,0.05,0
302,2024-01-15,1415,Celular,Tecnología,518.87,Transferencia,Paulhaven,Olivia Williamson,0.17,0
303,2024-01-15,1246,Audífonos,Electrónica,1432.19,Efectivo,Williamsmouth,Michelle Schneider,0.11,0
304,2024-01-15,1835,Teclado,Accesorios,2835.7,Tarjeta,South Kimmouth,Zachary Pollard,0.1,0
305,2024-01-15,1438,Celular,Tecnología,351.47,Transferencia,West Robert,Michael Ryan,0.02,0
306,2024-01-15,1202,Audífonos,Tecnología,2569.92,Tarjeta,Lopezville,Daniel Schultz,0.17,0
307,2024-01-15,1183,Audífonos,Tecnología,1604.72,Tarjeta,South Barbara,Sandy Bradford,0.14,0
308,2024-01-15,1122,Mouse,Tecnología,2486.47,Efectivo,Port Marymouth,Melissa Torres,0.01,0
309,2024-01-15,1400,Laptop,Accesorios,930.2,Tarjeta,Starkville,Stephanie Moody,0.14,0
310,2024-01-15,1766,Laptop,Tecnología,2527.84,Transferencia,Davidmouth,Andrew Mccoy,0.11,0
311,2024-01-15,1293,Tablet,Tecnología,2329.83,Tarjeta,Millerstad,Michael Martinez,0.02,0
312,2024-01-15,1279,Mouse,Electrónica,728.66,Efectivo,Port Kevin,Kaitlyn Hernandez,0.09,0
313,2024-01-15,1836,Audífonos,Tecnología,437.44,Efectivo,Jamesview,Brittany Orozco,0.1,0
314,2024-01-15,1883,Teclado,Accesorios,2610.76,Transferencia,Sullivanmouth,Jeremiah Keith,0.03,0
315,2024-01-15,1609,Laptop,Accesorios,2891.55,Efectivo,Cameronberg,Jeremy Lynch,0.19,0
316,2024-01-15,1197,Audífonos,Accesorios,142.34,Tarjeta,Port Kevin,Elizabeth Lopez,0.17,0
317,2024-01-15,1981,Laptop,Accesorios,2207.25,Efectivo,Port Kathleen,Paul Johnson,0.13,1
318,2024-01-15,1906,Laptop,Tecnología,2733.1,Transferencia,Mezaton,Adam Hanson,0.09,0
319,2024-01-15,1510,Laptop,Tecnología,2579.21,Efectivo,East Thomas,Tracy Nelson,0.08,0
320,2024-01-15,1751,Teclado,Accesorios,2895.34,Efectivo,North Alyssaside,Kenneth Hill,0.13,0
321,2024-01-15,1143,Mouse,Accesorios,2292.28,Efectivo,Scottville,Sharon Davis,0.11,0
322,2024-01-15,1608,Teclado,Tecnología,1354.78,Transferencia,Allenshire,Jesse Christensen,0.01,0
323,2024-01-15,1200,Celular,Accesorios,970.26,Efectivo,West Richard,Stephanie Fischer,0.1,0
324,2024-01-15,1123,Audífonos,Electrónica,996.19,Efectivo,Hollyville,Steven Santos,0.16,0
325,2024-01-15,1186,Mouse,Accesorios,2187.05,Tarjeta,Madisonfort,Sarah Harris,0.09,0
326,2024-01-15,1325,Mouse,Accesorios,2250.22,Transferencia,Hollowaytown,Colleen Miranda,0.01,0
327,2024-01-15,1463,Mouse,Electrónica,641.06,Efectivo,Lake Maria,Marcus Holmes,0.16,0
328,2024-01-15,1348,Mouse,Electrónica,2610.96,Transferencia,East Chelseaton,Juan Williams,0.04,0
329,2024-01-15,1770,Teclado,Tecnología,2159.03,Efectivo,Port Richard,Margaret Klein,0.05,0
330,2024-01-15,1659,Mouse,Tecnología,1710.11,Efectivo,North Rachel,Tony Weaver,0.03,0
331,2024-01-15,1763,Tablet,Electrónica,1441.02,Efectivo,Lake Robertfurt,Sandra Ford,0.07,0
332,2024-01-15,1954,Audífonos,Electrónica,1652.54,Tarjeta,Matthewland,Philip Castillo,0.15,0
333,2024-01-15,1931,Mouse,Tecnología,519.77,Tarjeta,Ericaside,Rebecca Richard,0.1,0
334,2024-01-15,1402,Audífonos,Accesorios,650.92,Tarjeta,Brandonchester,Richard Lawrence,0.04,0
335,2024-01-15,1345,Tablet,Electrónica,318.94,Transferencia,Lorimouth,Antonio Thomas,0.18,0
336,2024-01-15,1962,Tablet,Tecnología,503.29,Transferencia,Jamesview,Crystal Chambers,0.18,0
337,2024-01-15,1510,Audífonos,Accesorios,1388.4,Tarjeta,Mccormickborough,Tanya Medina,0.17,0
338,2024-01-15,1146,Laptop,Electrónica,1614.55,Transferencia,Chamberston,Anthony Wright,0.05,1
339,2024-01-15,1147,Celular,Accesorios,102.69,Efectivo,North Anastad,Matthew Garcia,0.09,0
340,2024-01-15,1863,Laptop,Tecnología,2400.55,Efectivo,North Gina,Robin Jones,0.2,0
341,2024-01-15,1710,Laptop,Electrónica,917.8,Efectivo,Kimview,James Phillips,0.15,0
342,2024-01-15,1819,Teclado,Accesorios,2739.92,Tarjeta,Michaelville,Amanda May,0.01,0
343,2024-01-15,1488,Laptop,Electrónica,2904.16,Transferencia,Lake Robertmouth,Timothy Brock,0.01,0
344,2024-01-15,1928,Mouse,Accesorios,597.1,Tarjeta,East Blakechester,Diana Anderson,0.09,0
345,2024-01-15,1935,Teclado,Tecnología,1413.19,Transferencia,New Karen,Donald Garner,0.18,0
346,2024-01-15,1639,Teclado,Tecnología,53.63,Efectivo,South Tammyfort,Patrick Meadows,0.11,0
347,2024-01-15,1550,Tablet,Electrónica,1815.07,Tarjeta,East Craig,Terri Adams,0.1,0
348,2024-01-15,1337,Laptop,Accesorios,1841.55,Transferencia,Kevinberg,Donna Ward,0.02,0
349,2024-01-15,1871,Tablet,Electrónica,780.24,Transferencia,West Ian,Theresa Hall,0.13,0
350,2024-01-15,1640,Audífonos,Electrónica,1697.32,Efectivo,Port Zacharyberg,Justin Townsend,0.16,0
351,2024-01-15,1778,Celular,Accesorios,715.34,Tarjeta,Port Paigefurt,Dylan Arnold,0.08,0
352,2024-01-15,1987,Teclado,Accesorios,524.44,Tarjeta,South Jason,Troy Torres,0.16,0
353,2024-01-15,1952,Audífonos,Accesorios,1971.98,Tarjeta,Tanyaview,Sarah Haynes,0.19,0
354,2024-01-15,1472,Audífonos,Tecnología,1011.48,Efectivo,South Craigmouth,Sarah Stein,0.04,0
355,2024-01-15,1945,Mouse,Electrónica,1791.28,Tarjeta,Kingport,Luis Pierce,0.1,0
356,2024-01-15,1150,Celular,Electrónica,1328.08,Efectivo,Meadowsbury,Mark Bowen,0.06,0
357,2024-01-15,1414,Audífonos,Tecnología,2953.84,Efectivo,Lake Brandonberg,Edward Smith,0.16,0
358,2024-01-15,1989,Audífonos,Accesorios,491.26,Efectivo,East Susan,Christina Cunningham,0.12,0
359,2024-01-15,1297,Celular,Tecnología,1420.57,Transferencia,Port Heather,Samantha Bush,0.13,0
360,2024-01-15,1610,Celular,Tecnología,2057.35,Tarjeta,Lake Sierraport,Shawn Rojas,0.16,0
361,2024-01-15,1262,Audífonos,Tecnología,1216.86,Tarjeta,East Hollyton,Terry Anderson,0.08,0
362,2024-01-15,1763,Celular,Electrónica,2925.36,Efectivo,Robinfurt,Amanda Ramirez,0.18,0
363,2024-01-15,1143,Audífonos,Tecnología,2179.57,Efectivo,Joshuaborough,Joel Mendoza,0.11,0
364,2024-01-15,1345,Audífonos,Electrónica,1988.1,Tarjeta,South Angela,Mr. Scott Wilson,0.03,0
365,2024-01-15,1623,Mouse,Electrónica,2283.32,Efectivo,Shepherdchester,Deborah Medina,0.14,0
366,2024-01-15,1571,Laptop,Electrónica,2860.31,Tarjeta,East John,Shelly Carter,0.16,0
367,2024-01-15,1880,Audífonos,Accesorios,2728.07,Transferencia,New Adrianbury,Mr. John Gill,0.06,0
368,2024-01-15,1001,Tablet,Electrónica,2186.64,Efectivo,Courtneymouth,Kathleen Robertson,0.17,0
369,2024-01-15,1896,Teclado,Electrónica,2260.03,Tarjeta,New Sonya,Jane Phillips,0.18,0
370,2024-01-15,1303,Laptop,Accesorios,480.47,Efectivo,Edwardsbury,Michele Miller,0.06,0
371,2024-01-15,1253,Laptop,Electrónica,353.24,Tarjeta,Weststad,James Gonzalez,0.2,0
372,2024-01-15,1651,Laptop,Tecnología,1734.17,Tarjeta,Cindychester,Alexa Mccall,0.03,0
373,2024-01-15,1452,Mouse,Tecnología,104.18,Efectivo,Port Kimberly,Roberta Robinson,0.04,0
374,2024-01-15,1036,Audífonos,Electrónica,1472.95,Transferencia,Edwardview,Mark Johnson,0.04,0
375,2024-01-15,1159,Mouse,Accesorios,670.53,Tarjeta,Valdezhaven,Shannon Tran,0.18,0
376,2024-01-15,1008,Audífonos,Tecnología,1070.75,Tarjeta,West Donna,Andrew Wilson,0.13,0
377,2024-01-15,1232,Mouse,Accesorios,2338.62,Tarjeta,Smithfort,Lisa Chavez,0.03,0
378,2024-01-15,1098,Mouse,Accesorios,2826.65,Transferencia,Lake Davidborough,Jason Sellers,0.09,0
379,2024-01-15,1658,Teclado,Tecnología,263.63,Transferencia,Kevinhaven,Jamie Hanson,0.12,0
380,2024-01-15,1815,Tablet,Accesorios,1626.01,Efectivo,Greenville,Donna Wyatt,0.02,0
381,2024-01-15,1207,Mouse,Tecnología,2653.47,Transferencia,Mccormickshire,Sandra Gonzalez,0.18,0
382,2024-01-15,1130,Teclado,Accesorios,293.4,Efectivo,North Tracyhaven,Joseph Roberts,0.16,0
383,2024-01-15,1403,Celular,Tecnología,2482.32,Efectivo,Hillton,Michael Murray,0.1,0
384,2024-01-15,1151,Tablet,Electrónica,1105.51,Transferencia,New Ashley,David Mccullough,0.19,0
385,2024-01-15,1053,Mouse,Tecnología,1000.18,Efectivo,East Brianchester,Kimberly Mccoy,0.08,0
386,2024-01-15,1119,Laptop,Tecnología,2933.53,Transferencia,Lake Robin,Michael Garner,0.2,0
387,2024-01-15,1672,Celular,Tecnología,642.53,Efectivo,West Jeffreymouth,David Mendez,0.13,1
388,2024-01-15,1919,Celular,Tecnología,2094.92,Transferencia,Gonzalesshire,Kyle Bell,0.13,0
389,2024-01-15,1627,Teclado,Accesorios,2473.25,Transferencia,East Ashleyville,Wesley Weaver,0.03,0
390,2024-01-15,1586,Celular,Electrónica,171.49,Efectivo,Knoxville,Randy Smith,0.18,0
391,2024-01-15,1624,Tablet,Tecnología,2027.64,Tarjeta,Port Joseph,Nicole Herrera,0.09,0
392,2024-01-15,1967,Mouse,Accesorios,2857.07,Efectivo,East Geraldbury,Anthony Simmons,0.03,0
393,2024-01-15,1419,Mouse,Electrónica,416.45,Transferencia,West Ryan,John Evans,0.0,0
394,2024-01-15,1421,Laptop,Electrónica,2693.85,Tarjeta,Lloydbury,Laura Robertson,0.11,0
395,2024-01-15,1103,Teclado,Electrónica,1804.59,Efectivo,Johnsonfort,Amy Gray,0.11,0
396,2024-01-15,1851,Laptop,Electrónica,1868.98,Efectivo,Donnashire,Robert Tate,0.14,0
397,2024-01-15,1253,Celular,Tecnología,1858.19,Efectivo,Lake Henryton,Teresa Carter,0.18,0
398,2024-01-15,1226,Laptop,Tecnología,931.57,Tarjeta,Port Arielhaven,Joseph Edwards,0.02,1
399,2024-01-15,1111,Tablet,Accesorios,2808.85,Transferencia,South Rick,Daniel Cherry,0.15,0
400,2024-01-15,1509,Mouse,Accesorios,2844.68,Efectivo,Port Craig,David Harris,0.04,1
401,2024-01-15,1472,Celular,Accesorios,1894.65,Efectivo,Fieldsmouth,Kathleen Moreno,0.17,0
402,2024-01-15,1098,Laptop,Electrónica,2361.1,Efectivo,New Shannon,Elizabeth Aguilar,0.16,0
403,2024-01-15,1152,Teclado,Electrónica,1856.16,Efectivo,Reynoldsshire,Chris Hernandez,0.11,0
404,2024-01-15,1860,Tablet,Tecnología,1478.98,Efectivo,Port Crystalfort,Daniel Allison,0.14,0
405,2024-01-15,1913,Tablet,Electrónica,1999.42,Transferencia,Kellytown,Rachel Love,0.06,0
406,2024-01-15,1895,Laptop,Electrónica,1681.35,Transferencia,Port Andrewmouth,Mrs. Amanda Buchanan DDS,0.09,0
407,2024-01-15,1877,Mouse,Electrónica,1812.55,Efectivo,North Nathan,Robert Smith,0.16,0
408,2024-01-15,1337,Laptop,Accesorios,2362.31,Tarjeta,Lake Brendan,Aaron Nelson,0.09,1
409,2024-01-15,1705,Celular,Accesorios,1468.67,Transferencia,Castanedachester,Elizabeth Morris,0.07,0
410,2024-01-15,1821,Laptop,Tecnología,170.22,Tarjeta,Barnettfurt,Steven Lee,0.1,0
411,2024-01-15,1162,Tablet,Electrónica,533.8,Transferencia,Jenniferland,Stephanie Miller,0.17,0
412,2024-01-15,1719,Laptop,Electrónica,1343.89,Efectivo,Christopherview,Lawrence Bentley,0.07,0
413,2024-01-15,1956,Mouse,Tecnología,2188.24,Transferencia,Lake Meganport,Gerald Williams,0.03,0
414,2024-01-15,1680,Teclado,Electrónica,1800.17,Efectivo,East Sarah,Danielle Taylor,0.14,0
415,2024-01-15,1995,Audífonos,Electrónica,1968.37,Transferencia,West Anthony,April Curry,0.17,0
416,2024-01-15,1160,Laptop,Accesorios,1463.87,Efectivo,Port Phillipchester,Brenda Young,0.02,0
417,2024-01-15,1579,Mouse,Tecnología,1866.44,Efectivo,North Bethanyton,Brenda Taylor,0.05,0
418,2024-01-15,1800,Mouse,Tecnología,1020.6,Efectivo,Mirandamouth,Jenna Frey,0.03,0
419,2024-01-15,1397,Teclado,Tecnología,1437.04,Efectivo,Jordanton,Daniel Frye,0.07,0
420,2024-01-15,1276,Tablet,Tecnología,2245.62,Tarjeta,Williamborough,Tammy Robinson,0.09,0
421,2024-01-15,1815,Mouse,Accesorios,2621.91,Efectivo,Ebonyview,Jack Scott,0.15,0
422,2024-01-15,1915,Mouse,Accesorios,1329.28,Tarjeta,Hendersonbury,Keith Schneider,0.13,0
423,2024-01-15,1503,Mouse,Electrónica,178.8,Tarjeta,Abigailshire,Amanda Bowman,0.12,0
424,2024-01-15,1895,Mouse,Electrónica,526.93,Efectivo,Alexstad,Daniel Duncan,0.07,0
425,2024-01-15,1391,Celular,Electrónica,111.54,Tarjeta,West Jennifer,Heather Ball,0.17,0
426,2024-01-15,1134,Celular,Electrónica,1977.13,Transferencia,Ericastad,Charles Hayes,0.09,0
427,2024-01-15,1194,Tablet,Accesorios,1030.33,Efectivo,Lake Donna,Angela White,0.2,0
428,2024-01-15,1400,Laptop,Tecnología,1650.31,Tarjeta,West Elizabeth,Mackenzie Kennedy,0.13,0
429,2024-01-15,1639,Mouse,Accesorios,1505.17,Efectivo,Parksland,Mark Duncan,0.03,0
430,2024-01-15,1032,Teclado,Electrónica,290.5,Efectivo,Brandyshire,Meghan Harrell,0.14,0
431,2024-01-15,1687,Laptop,Accesorios,1239.62,Efectivo,Dayshire,Kathryn Rivers,0.07,0
432,2024-01-15,1459,Teclado,Tecnología,700.66,Tarjeta,Mackport,Jennifer Garza,0.14,0
433,2024-01-15,1954,Laptop,Tecnología,1284.28,Transferencia,West Courtneytown,Mark Murphy,0.01,0
434,2024-01-15,1882,Tablet,Accesorios,650.56,Transferencia,Port Paulport,Gregory Anderson,0.03,0
435,2024-01-15,1469,Mouse,Accesorios,2529.33,Tarjeta,Lake Ryan,Jessica Mcmillan,0.17,0
436,2024-01-15,1374,Mouse,Accesorios,563.87,Efectivo,Jonesland,Aaron Hall,0.05,0
437,2024-01-15,1021,Audífonos,Electrónica,2884.3,Tarjeta,Harrisonchester,Jennifer Shelton,0.17,0
438,2024-01-15,1749,Teclado,Accesorios,1276.93,Tarjeta,Port Thomas,Teresa Williams,0.06,0
439,2024-01-15,1669,Laptop,Accesorios,2546.42,Tarjeta,Wrightmouth,Rebecca Mccormick,0.13,0
440,2024-01-15,1037,Laptop,Accesorios,1904.86,Efectivo,Port Josemouth,Hannah Diaz,0.14,0
441,2024-01-15,1229,Celular,Tecnología,2219.28,Tarjeta,Christopherview,Cindy Gutierrez,0.1,0
442,2024-01-15,1364,Audífonos,Tecnología,2314.79,Efectivo,New Jamesstad,Craig Henry,0.06,0
443,2024-01-15,1562,Celular,Electrónica,1539.29,Tarjeta,Lake William,Whitney Nunez,0.04,0
444,2024-01-15,1437,Celular,Electrónica,1652.74,Transferencia,North Luis,Samantha Calderon,0.01,0
445,2024-01-15,1775,Celular,Tecnología,1566.29,Tarjeta,Williamfort,Taylor Marquez,0.06,0
446,2024-01-15,1282,Teclado,Tecnología,1784.77,Tarjeta,Millerland,Jordan Adams,0.13,0
447,2024-01-15,1026,Teclado,Tecnología,136.71,Transferencia,Arnoldbury,Gary Foley,0.19,0
448,2024-01-15,1225,Tablet,Accesorios,1216.77,Efectivo,Woodsfurt,Brian Oconnell,0.17,0
449,2024-01-15,1276,Tablet,Accesorios,1838.26,Efectivo,East Jennifer,Miranda Morgan,0.15,0
450,2024-01-15,1797,Celular,Tecnología,1813.28,Tarjeta,East John,Anthony Underwood,0.16,0
451,2024-01-15,1608,Audífonos,Accesorios,2389.22,Transferencia,Phillipville,Tammie Gonzalez,0.13,0
452,2024-01-15,1283,Laptop,Accesorios,1982.28,Efectivo,West Andrea,David Hogan,0.05,0
453,2024-01-15,1878,Teclado,Electrónica,2976.79,Tarjeta,Jonesstad,Jill Levy,0.18,0
454,2024-01-15,1959,Audífonos,Tecnología,887.37,Transferencia,South Rose,Daniel Robbins,0.13,0
455,2024-01-15,1480,Mouse,Tecnología,1109.5,Efectivo,Brownport,Robert Wiley,0.11,0
456,2024-01-15,1452,Teclado,Accesorios,1182.35,Efectivo,Crystalborough,Alexandria Chapman,0.02,1
457,2024-01-15,1828,Teclado,Tecnología,1424.15,Transferencia,Seanfort,Ryan Melton MD,0.09,0
458,2024-01-15,1815,Tablet,Electrónica,2516.19,Transferencia,Smithburgh,Scott Soto,0.09,0
459,2024-01-15,1658,Laptop,Electrónica,745.59,Transferencia,Port Sarah,Marie Barnes,0.17,0
460,2024-01-15,1515,Laptop,Electrónica,2339.2,Transferencia,Diazmouth,John Holmes MD,0.11,0
461,2024-01-15,1546,Mouse,Tecnología,1245.67,Tarjeta,Lake Ronaldborough,Steven Thompson,0.08,0
462,2024-01-15,1191,Mouse,Tecnología,1825.47,Transferencia,Huberside,Cesar Rodriguez,0.2,0
463,2024-01-15,1048,Teclado,Tecnología,1915.99,Efectivo,Robersonborough,John Jackson,0.02,1
464,2024-01-15,1511,Celular,Tecnología,1149.9,Efectivo,Stacybury,Regina Campbell,0.08,0
465,2024-01-15,1016,Tablet,Tecnología,1562.21,Tarjeta,Lynchport,Melissa Wood,0.01,0
466,2024-01-15,1171,Tablet,Electrónica,1268.44,Efectivo,Hilltown,Anthony Nixon,0.15,0
467,2024-01-15,1219,Teclado,Accesorios,253.94,Efectivo,South Victorfort,Alicia Rush,0.18,0
468,2024-01-15,1157,Audífonos,Electrónica,1339.64,Transferencia,Nicoleland,Samantha Tate,0.06,0
469,2024-01-15,1476,Celular,Tecnología,337.31,Efectivo,Jackhaven,Michael Lopez,0.17,0
470,2024-01-15,1045,Teclado,Electrónica,1244.81,Tarjeta,North Douglasberg,Carla Clarke,0.06,0
471,2024-01-15,1372,Celular,Tecnología,1799.11,Transferencia,East Nicholas,Bonnie Montgomery,0.18,0
472,2024-01-15,1517,Celular,Tecnología,1759.27,Transferencia,Johnsonton,Matthew Rogers,0.15,0
473,2024-01-15,1098,Celular,Electrónica,2004.73,Tarjeta,Lake Samantha,Natasha Jordan,0.16,0
474,2024-01-15,1891,Teclado,Tecnología,331.02,Transferencia,Davidland,Dr. Jesse Lloyd PhD,0.0,0
475,2024-01-15,1744,Tablet,Accesorios,1973.76,Transferencia,Joshuahaven,Carol Rios,0.19,0
476,2024-01-15,1036,Tablet,Tecnología,970.84,Tarjeta,Lake Traceyton,William Johnson,0.15,0
477,2024-01-15,1279,Celular,Accesorios,1227.19,Transferencia,Port Anna,Francisco Lowe,0.06,0
478,2024-01-15,1348,Audífonos,Accesorios,2581.06,Tarjeta,Port Debbie,Brandon Franklin,0.17,0
479,2024-01-15,1496,Laptop,Tecnología,76.64,Tarjeta,Reedshire,Karen Nguyen,0.06,1
480,2024-01-15,1301,Teclado,Electrónica,1785.82,Efectivo,Mariaside,Amanda Johnson,0.17,0
481,2024-01-15,1180,Laptop,Accesorios,1816.21,Efectivo,Jacksonburgh,Carrie Ayers,0.02,0
482,2024-01-15,1606,Audífonos,Electrónica,1220.15,Transferencia,East Christopher,Curtis Cunningham,0.14,0
483,2024-01-15,1098,Teclado,Accesorios,749.23,Transferencia,Lake Robertside,Dan Smith,0.11,0
484,2024-01-15,1699,Celular,Tecnología,742.29,Tarjeta,Hendersonfort,Cody Johnson,0.02,0
485,2024-01-15,1992,Tablet,Tecnología,2656.94,Transferencia,South Miranda,Jessica Ford,0.05,0
486,2024-01-15,1115,Laptop,Accesorios,1353.97,Tarjeta,Kathleenview,Stephen Sutton,0.0,0
487,2024-01-15,1190,Mouse,Tecnología,1026.12,Tarjeta,Gloverport,Caleb Smith,0.09,0
488,2024-01-15,1252,Mouse,Accesorios,1373.89,Transferencia,Lake Kennethhaven,Latoya Morgan,0.06,0
489,2024-01-15,1980,Audífonos,Tecnología,2024.7,Tarjeta,Mirandahaven,Laura Murray,0.12,0
490,2024-01-15,1927,Celular,Electrónica,479.98,Efectivo,East Gary,Katrina Hutchinson,0.06,0
491,2024-01-15,1982,Laptop,Tecnología,1375.83,Transferencia,South Michellehaven,Edwin Richardson,0.06,0
492,2024-01-15,1160,Celular,Electrónica,1784.26,Efectivo,Russellhaven,Anthony Jacobs,0.15,0
493,2024-01-15,1255,Laptop,Tecnología,2848.32,Transferencia,Kennethton,Steve Francis,0.01,0
494,2024-01-15,1322,Audífonos,Electrónica,794.96,Tarjeta,Brookeberg,Rachel Dawson,0.18,0
495,2024-01-15,1127,Audífonos,Tecnología,1109.79,Transferencia,Saunderstown,Jose Harrington,0.17,1
496,2024-01-15,1017,Mouse,Electrónica,1169.11,Efectivo,Terrystad,James Walker,0.13,0
497,2024-01-15,1792,Celular,Accesorios,1836.34,Tarjeta,Jamesberg,Timothy French,0.12,0
498,2024-01-15,1734,Teclado,Accesorios,1102.36,Transferencia,North Tracymouth,Brian Smith,0.18,1
499,2024-01-15,1565,Mouse,Electrónica,1623.86,Transferencia,North Breanna,Linda West,0.04,0
500,2024-01-15,1569,Celular,Tecnología,2356.28,Transferencia,Freemanland,Kelly Frederick,0.02,1
